main_term,path,full_term,level,type,value,code
Plain Radiography,"Plain Radiography > Femur > Right, Densitometry","Plain Radiography > Femur > Right, Densitometry",2,code,,BQ03ZZ1
Plain Radiography,Plain Radiography > Finger > Left,Plain Radiography > Finger > Left,2,code,,BP0SZZZ
Plain Radiography,Plain Radiography > Finger > Right,Plain Radiography > Finger > Right,2,code,,BP0RZZZ
Plain Radiography,Plain Radiography > Foot > Left,Plain Radiography > Foot > Left,2,code,,BQ0MZZZ
Plain Radiography,Plain Radiography > Foot > Right,Plain Radiography > Foot > Right,2,code,,BQ0LZZZ
Plain Radiography,Plain Radiography > Forearm > Left,Plain Radiography > Forearm > Left,2,code,,BP0KZZZ
Plain Radiography,Plain Radiography > Forearm > Right,Plain Radiography > Forearm > Right,2,code,,BP0JZZZ
Plain Radiography,Plain Radiography > Gallbladder and Bile Duct,Plain Radiography > Gallbladder and Bile Duct,1,codes,,BF03
Plain Radiography,Plain Radiography > Gland > Parotid > Bilateral,Plain Radiography > Gland > Parotid > Bilateral,3,codes,,B906
Plain Radiography,Plain Radiography > Gland > Parotid > Left,Plain Radiography > Gland > Parotid > Left,3,codes,,B905
Plain Radiography,Plain Radiography > Gland > Parotid > Right,Plain Radiography > Gland > Parotid > Right,3,codes,,B904
Plain Radiography,Plain Radiography > Gland > Salivary > Bilateral,Plain Radiography > Gland > Salivary > Bilateral,3,codes,,B90D
Plain Radiography,Plain Radiography > Gland > Salivary > Left,Plain Radiography > Gland > Salivary > Left,3,codes,,B90C
Plain Radiography,Plain Radiography > Gland > Salivary > Right,Plain Radiography > Gland > Salivary > Right,3,codes,,B90B
Plain Radiography,Plain Radiography > Gland > Submandibular > Bilateral,Plain Radiography > Gland > Submandibular > Bilateral,3,codes,,B909
Plain Radiography,Plain Radiography > Gland > Submandibular > Left,Plain Radiography > Gland > Submandibular > Left,3,codes,,B908
Plain Radiography,Plain Radiography > Gland > Submandibular > Right,Plain Radiography > Gland > Submandibular > Right,3,codes,,B907
Plain Radiography,Plain Radiography > Hand > Left,Plain Radiography > Hand > Left,2,code,,BP0PZZZ
Plain Radiography,Plain Radiography > Hand > Right,Plain Radiography > Hand > Right,2,code,,BP0NZZZ
Plain Radiography,Plain Radiography > Heart > Left,Plain Radiography > Heart > Left,2,codes,,B205
Plain Radiography,Plain Radiography > Heart > Right,Plain Radiography > Heart > Right,2,codes,,B204
Plain Radiography,Plain Radiography > Heart > Right and Left,Plain Radiography > Heart > Right and Left,2,codes,,B206
Plain Radiography,"Plain Radiography > Hepatobiliary System, All","Plain Radiography > Hepatobiliary System, All",1,codes,,BF0C
Plain Radiography,Plain Radiography > Hip > Left,Plain Radiography > Hip > Left,2,codes,,BQ01
Plain Radiography,Plain Radiography > Hip > Left > Densitometry,Plain Radiography > Hip > Left > Densitometry,3,code,,BQ01ZZ1
Plain Radiography,Plain Radiography > Hip > Right,Plain Radiography > Hip > Right,2,codes,,BQ00
Plain Radiography,Plain Radiography > Hip > Right > Densitometry,Plain Radiography > Hip > Right > Densitometry,3,code,,BQ00ZZ1
Plain Radiography,Plain Radiography > Humerus > Left,Plain Radiography > Humerus > Left,2,code,,BP0BZZZ
Plain Radiography,Plain Radiography > Humerus > Right,Plain Radiography > Humerus > Right,2,code,,BP0AZZZ
Plain Radiography,Plain Radiography > Ileal Diversion Loop,Plain Radiography > Ileal Diversion Loop,1,codes,,BT0C
Plain Radiography,Plain Radiography > Intracranial Sinus,Plain Radiography > Intracranial Sinus,1,codes,,B502
Plain Radiography,"Plain Radiography > Joint > Acromioclavicular, Bilateral","Plain Radiography > Joint > Acromioclavicular, Bilateral",2,code,,BP03ZZZ
Plain Radiography,Plain Radiography > Joint > Finger > Left,Plain Radiography > Joint > Finger > Left,3,codes,,BP0D
Plain Radiography,Plain Radiography > Joint > Finger > Right,Plain Radiography > Joint > Finger > Right,3,codes,,BP0C
Plain Radiography,Plain Radiography > Joint > Foot > Left,Plain Radiography > Joint > Foot > Left,3,codes,,BQ0Y
Plain Radiography,Plain Radiography > Joint > Foot > Right,Plain Radiography > Joint > Foot > Right,3,codes,,BQ0X
Plain Radiography,Plain Radiography > Joint > Hand > Left,Plain Radiography > Joint > Hand > Left,3,codes,,BP0D
Plain Radiography,Plain Radiography > Joint > Hand > Right,Plain Radiography > Joint > Hand > Right,3,codes,,BP0C
Plain Radiography,Plain Radiography > Joint > Lumbosacral,Plain Radiography > Joint > Lumbosacral,2,code,,BR0BZZZ
Plain Radiography,Plain Radiography > Joint > Sacroiliac,Plain Radiography > Joint > Sacroiliac,2,codes,,BR0D
Plain Radiography,Plain Radiography > Joint > Sternoclavicular > Bilateral,Plain Radiography > Joint > Sternoclavicular > Bilateral,3,code,,BP02ZZZ
Plain Radiography,Plain Radiography > Joint > Sternoclavicular > Left,Plain Radiography > Joint > Sternoclavicular > Left,3,code,,BP01ZZZ
Plain Radiography,Plain Radiography > Joint > Sternoclavicular > Right,Plain Radiography > Joint > Sternoclavicular > Right,3,code,,BP00ZZZ
Plain Radiography,Plain Radiography > Joint > Temporomandibular > Bilateral,Plain Radiography > Joint > Temporomandibular > Bilateral,3,codes,,BN09
Plain Radiography,Plain Radiography > Joint > Temporomandibular > Left,Plain Radiography > Joint > Temporomandibular > Left,3,codes,,BN08
Plain Radiography,Plain Radiography > Joint > Temporomandibular > Right,Plain Radiography > Joint > Temporomandibular > Right,3,codes,,BN07
Plain Radiography,Plain Radiography > Joint > Thoracolumbar,Plain Radiography > Joint > Thoracolumbar,2,code,,BR08ZZZ
Plain Radiography,Plain Radiography > Joint > Toe > Left,Plain Radiography > Joint > Toe > Left,3,codes,,BQ0Y
Plain Radiography,Plain Radiography > Joint > Toe > Right,Plain Radiography > Joint > Toe > Right,3,codes,,BQ0X
Plain Radiography,Plain Radiography > Kidney > Bilateral,Plain Radiography > Kidney > Bilateral,2,codes,,BT03
Plain Radiography,Plain Radiography > Kidney > Left,Plain Radiography > Kidney > Left,2,codes,,BT02
Plain Radiography,Plain Radiography > Kidney > Right,Plain Radiography > Kidney > Right,2,codes,,BT01
Plain Radiography,Plain Radiography > Kidney > Ureter and Bladder,Plain Radiography > Kidney > Ureter and Bladder,2,codes,,BT04
Plain Radiography,Plain Radiography > Knee > Left,Plain Radiography > Knee > Left,2,codes,,BQ08
Plain Radiography,Plain Radiography > Knee > Right,Plain Radiography > Knee > Right,2,codes,,BQ07
Plain Radiography,Plain Radiography > Leg > Left,Plain Radiography > Leg > Left,2,code,,BQ0FZZZ
Plain Radiography,Plain Radiography > Leg > Right,Plain Radiography > Leg > Right,2,code,,BQ0DZZZ
Plain Radiography,Plain Radiography > Lymphatic > Head,Plain Radiography > Lymphatic > Head,2,codes,,B704
Plain Radiography,Plain Radiography > Lymphatic > Lower Extremity > Bilateral,Plain Radiography > Lymphatic > Lower Extremity > Bilateral,3,codes,,B70B
Plain Radiography,Plain Radiography > Lymphatic > Lower Extremity > Left,Plain Radiography > Lymphatic > Lower Extremity > Left,3,codes,,B709
Plain Radiography,Plain Radiography > Lymphatic > Lower Extremity > Right,Plain Radiography > Lymphatic > Lower Extremity > Right,3,codes,,B708
Plain Radiography,Plain Radiography > Lymphatic > Neck,Plain Radiography > Lymphatic > Neck,2,codes,,B704
Plain Radiography,Plain Radiography > Lymphatic > Pelvic,Plain Radiography > Lymphatic > Pelvic,2,codes,,B70C
Plain Radiography,Plain Radiography > Lymphatic > Upper Extremity > Bilateral,Plain Radiography > Lymphatic > Upper Extremity > Bilateral,3,codes,,B707
Plain Radiography,Plain Radiography > Lymphatic > Upper Extremity > Left,Plain Radiography > Lymphatic > Upper Extremity > Left,3,codes,,B706
Plain Radiography,Plain Radiography > Lymphatic > Upper Extremity > Right,Plain Radiography > Lymphatic > Upper Extremity > Right,3,codes,,B705
Plain Radiography,Plain Radiography > Mandible,Plain Radiography > Mandible,1,code,,BN06ZZZ
Plain Radiography,Plain Radiography > Mastoid,Plain Radiography > Mastoid,1,code,,B90HZZZ
Plain Radiography,Plain Radiography > Nasopharynx,Plain Radiography > Nasopharynx,1,code,,B90FZZZ
Plain Radiography,Plain Radiography > Optic Foramina > Left,Plain Radiography > Optic Foramina > Left,2,code,,B804ZZZ
Plain Radiography,Plain Radiography > Optic Foramina > Right,Plain Radiography > Optic Foramina > Right,2,code,,B803ZZZ
Plain Radiography,Plain Radiography > Orbit > Bilateral,Plain Radiography > Orbit > Bilateral,2,code,,BN03ZZZ
Plain Radiography,Plain Radiography > Orbit > Left,Plain Radiography > Orbit > Left,2,code,,BN02ZZZ
Plain Radiography,Plain Radiography > Orbit > Right,Plain Radiography > Orbit > Right,2,code,,BN01ZZZ
Plain Radiography,Plain Radiography > Oropharynx,Plain Radiography > Oropharynx,1,code,,B90FZZZ
Plain Radiography,Plain Radiography > Patella > Left,Plain Radiography > Patella > Left,2,code,,BQ0WZZZ
Plain Radiography,Plain Radiography > Patella > Right,Plain Radiography > Patella > Right,2,code,,BQ0VZZZ
Plain Radiography,Plain Radiography > Pelvis,Plain Radiography > Pelvis,1,code,,BR0CZZZ
Plain Radiography,Plain Radiography > Pelvis and Abdomen,Plain Radiography > Pelvis and Abdomen,1,code,,BW01ZZZ
Plain Radiography,Plain Radiography > Prostate,Plain Radiography > Prostate,1,codes,,BV03
Plain Radiography,Plain Radiography > Retroperitoneal Lymphatic > Bilateral,Plain Radiography > Retroperitoneal Lymphatic > Bilateral,2,codes,,B701
Plain Radiography,Plain Radiography > Retroperitoneal Lymphatic > Unilateral,Plain Radiography > Retroperitoneal Lymphatic > Unilateral,2,codes,,B700
Plain Radiography,Plain Radiography > Ribs > Left,Plain Radiography > Ribs > Left,2,code,,BP0YZZZ
Plain Radiography,Plain Radiography > Ribs > Right,Plain Radiography > Ribs > Right,2,code,,BP0XZZZ
Plain Radiography,Plain Radiography > Sacrum,Plain Radiography > Sacrum,1,code,,BR0FZZZ
Plain Radiography,Plain Radiography > Scapula > Left,Plain Radiography > Scapula > Left,2,code,,BP07ZZZ
Plain Radiography,Plain Radiography > Scapula > Right,Plain Radiography > Scapula > Right,2,code,,BP06ZZZ
Plain Radiography,Plain Radiography > Shoulder > Left,Plain Radiography > Shoulder > Left,2,codes,,BP09
Plain Radiography,Plain Radiography > Shoulder > Right,Plain Radiography > Shoulder > Right,2,codes,,BP08
Plain Radiography,Plain Radiography > Sinus > Intracranial,Plain Radiography > Sinus > Intracranial,2,codes,,B502
Plain Radiography,Plain Radiography > Sinus > Paranasal,Plain Radiography > Sinus > Paranasal,2,code,,B902ZZZ
Plain Radiography,Plain Radiography > Skull,Plain Radiography > Skull,1,code,,BN00ZZZ
Plain Radiography,Plain Radiography > Spinal Cord,Plain Radiography > Spinal Cord,1,codes,,B00B
Plain Radiography,"Plain Radiography > Spine > Cervical, Densitometry","Plain Radiography > Spine > Cervical, Densitometry",2,code,,BR00ZZ1
Plain Radiography,"Plain Radiography > Spine > Lumbar, Densitometry","Plain Radiography > Spine > Lumbar, Densitometry",2,code,,BR09ZZ1
Plain Radiography,"Plain Radiography > Spine > Thoracic, Densitometry","Plain Radiography > Spine > Thoracic, Densitometry",2,code,,BR07ZZ1
Plain Radiography,"Plain Radiography > Spine > Whole, Densitometry","Plain Radiography > Spine > Whole, Densitometry",2,code,,BR0GZZ1
Plain Radiography,Plain Radiography > Sternum,Plain Radiography > Sternum,1,code,,BR0HZZZ
Plain Radiography,Plain Radiography > Teeth > All,Plain Radiography > Teeth > All,2,code,,BN0JZZZ
Plain Radiography,Plain Radiography > Teeth > Multiple,Plain Radiography > Teeth > Multiple,2,code,,BN0HZZZ
Plain Radiography,Plain Radiography > Testicle > Left,Plain Radiography > Testicle > Left,2,codes,,BV06
Plain Radiography,Plain Radiography > Testicle > Right,Plain Radiography > Testicle > Right,2,codes,,BV05
Plain Radiography,Plain Radiography > Toe > Left,Plain Radiography > Toe > Left,2,code,,BQ0QZZZ
Plain Radiography,Plain Radiography > Toe > Right,Plain Radiography > Toe > Right,2,code,,BQ0PZZZ
Plain Radiography,"Plain Radiography > Tooth, Single","Plain Radiography > Tooth, Single",1,code,,BN0GZZZ
Plain Radiography,Plain Radiography > Tracheobronchial Tree > Bilateral,Plain Radiography > Tracheobronchial Tree > Bilateral,2,code,,BB09YZZ
Plain Radiography,Plain Radiography > Tracheobronchial Tree > Left,Plain Radiography > Tracheobronchial Tree > Left,2,code,,BB08YZZ
Plain Radiography,Plain Radiography > Tracheobronchial Tree > Right,Plain Radiography > Tracheobronchial Tree > Right,2,code,,BB07YZZ
Plain Radiography,Plain Radiography > Ureter > Bilateral,Plain Radiography > Ureter > Bilateral,2,codes,,BT08
Plain Radiography,Plain Radiography > Ureter > Kidney and Bladder,Plain Radiography > Ureter > Kidney and Bladder,2,codes,,BT04
Plain Radiography,Plain Radiography > Ureter > Left,Plain Radiography > Ureter > Left,2,codes,,BT07
Plain Radiography,Plain Radiography > Ureter > Right,Plain Radiography > Ureter > Right,2,codes,,BT06
Plain Radiography,Plain Radiography > Urethra,Plain Radiography > Urethra,1,codes,,BT05
Plain Radiography,Plain Radiography > Urethra and Bladder,Plain Radiography > Urethra and Bladder,1,codes,,BT0B
Plain Radiography,Plain Radiography > Uterus,Plain Radiography > Uterus,1,codes,,BU06
Plain Radiography,Plain Radiography > Uterus and Fallopian Tube,Plain Radiography > Uterus and Fallopian Tube,1,codes,,BU08
Plain Radiography,Plain Radiography > Vagina,Plain Radiography > Vagina,1,codes,,BU09
Plain Radiography,Plain Radiography > Vasa Vasorum,Plain Radiography > Vasa Vasorum,1,codes,,BV08
Plain Radiography,Plain Radiography > Vein > Cerebellar,Plain Radiography > Vein > Cerebellar,2,codes,,B501
Plain Radiography,Plain Radiography > Vein > Cerebral,Plain Radiography > Vein > Cerebral,2,codes,,B501
Plain Radiography,Plain Radiography > Vein > Epidural,Plain Radiography > Vein > Epidural,2,codes,,B500
Plain Radiography,Plain Radiography > Vein > Jugular > Bilateral,Plain Radiography > Vein > Jugular > Bilateral,3,codes,,B505
Plain Radiography,Plain Radiography > Vein > Jugular > Left,Plain Radiography > Vein > Jugular > Left,3,codes,,B504
Plain Radiography,Plain Radiography > Vein > Jugular > Right,Plain Radiography > Vein > Jugular > Right,3,codes,,B503
Plain Radiography,Plain Radiography > Vein > Lower Extremity > Bilateral,Plain Radiography > Vein > Lower Extremity > Bilateral,3,codes,,B50D
Plain Radiography,Plain Radiography > Vein > Lower Extremity > Left,Plain Radiography > Vein > Lower Extremity > Left,3,codes,,B50C
Plain Radiography,Plain Radiography > Vein > Lower Extremity > Right,Plain Radiography > Vein > Lower Extremity > Right,3,codes,,B50B
Plain Radiography,Plain Radiography > Vein > Other,Plain Radiography > Vein > Other,2,codes,,B50V
Plain Radiography,Plain Radiography > Vein > Pelvic (Iliac) > Left,Plain Radiography > Vein > Pelvic (Iliac) > Left,3,codes,,B50G
Plain Radiography,Plain Radiography > Vein > Pelvic (Iliac) > Right,Plain Radiography > Vein > Pelvic (Iliac) > Right,3,codes,,B50F
Plain Radiography,Plain Radiography > Vein > Pelvic (Iliac) Bilateral,Plain Radiography > Vein > Pelvic (Iliac) Bilateral,2,codes,,B50H
Plain Radiography,Plain Radiography > Vein > Portal,Plain Radiography > Vein > Portal,2,codes,,B50T
Plain Radiography,Plain Radiography > Vein > Pulmonary > Bilateral,Plain Radiography > Vein > Pulmonary > Bilateral,3,codes,,B50S
Plain Radiography,Plain Radiography > Vein > Pulmonary > Left,Plain Radiography > Vein > Pulmonary > Left,3,codes,,B50R
Plain Radiography,Plain Radiography > Vein > Pulmonary > Right,Plain Radiography > Vein > Pulmonary > Right,3,codes,,B50Q
Plain Radiography,Plain Radiography > Vein > Renal > Bilateral,Plain Radiography > Vein > Renal > Bilateral,3,codes,,B50L
Plain Radiography,Plain Radiography > Vein > Renal > Left,Plain Radiography > Vein > Renal > Left,3,codes,,B50K
Plain Radiography,Plain Radiography > Vein > Renal > Right,Plain Radiography > Vein > Renal > Right,3,codes,,B50J
Plain Radiography,Plain Radiography > Vein > Splanchnic,Plain Radiography > Vein > Splanchnic,2,codes,,B50T
Plain Radiography,Plain Radiography > Vein > Subclavian > Left,Plain Radiography > Vein > Subclavian > Left,3,codes,,B507
Plain Radiography,Plain Radiography > Vein > Subclavian > Right,Plain Radiography > Vein > Subclavian > Right,3,codes,,B506
Plain Radiography,Plain Radiography > Vein > Upper Extremity > Bilateral,Plain Radiography > Vein > Upper Extremity > Bilateral,3,codes,,B50P
Plain Radiography,Plain Radiography > Vein > Upper Extremity > Left,Plain Radiography > Vein > Upper Extremity > Left,3,codes,,B50N
Plain Radiography,Plain Radiography > Vein > Upper Extremity > Right,Plain Radiography > Vein > Upper Extremity > Right,3,codes,,B50M
Plain Radiography,Plain Radiography > Vena Cava > Inferior,Plain Radiography > Vena Cava > Inferior,2,codes,,B509
Plain Radiography,Plain Radiography > Vena Cava > Superior,Plain Radiography > Vena Cava > Superior,2,codes,,B508
Plain Radiography,Plain Radiography > Whole Body,Plain Radiography > Whole Body,1,code,,BW0KZZZ
Plain Radiography,Plain Radiography > Whole Body > Infant,Plain Radiography > Whole Body > Infant,2,code,,BW0MZZZ
Plain Radiography,Plain Radiography > Whole Skeleton,Plain Radiography > Whole Skeleton,1,code,,BW0LZZZ
Plain Radiography,Plain Radiography > Wrist > Left,Plain Radiography > Wrist > Left,2,codes,,BP0M
Plain Radiography,Plain Radiography > Wrist > Right,Plain Radiography > Wrist > Right,2,codes,,BP0L
Planar Nuclear Medicine Imaging,Planar Nuclear Medicine Imaging > Abdomen,Planar Nuclear Medicine Imaging > Abdomen,1,codes,,CW10
Planar Nuclear Medicine Imaging,Planar Nuclear Medicine Imaging > Abdomen and Chest,Planar Nuclear Medicine Imaging > Abdomen and Chest,1,codes,,CW14
Planar Nuclear Medicine Imaging,Planar Nuclear Medicine Imaging > Abdomen and Pelvis,Planar Nuclear Medicine Imaging > Abdomen and Pelvis,1,codes,,CW11
Planar Nuclear Medicine Imaging,"Planar Nuclear Medicine Imaging > Anatomical Region, Other","Planar Nuclear Medicine Imaging > Anatomical Region, Other",1,code,,CW1ZZZZ
Planar Nuclear Medicine Imaging,"Planar Nuclear Medicine Imaging > Anatomical Regions, Multiple","Planar Nuclear Medicine Imaging > Anatomical Regions, Multiple",1,code,,CW1YYZZ
Planar Nuclear Medicine Imaging,"Planar Nuclear Medicine Imaging > Bladder, Kidneys and Ureters","Planar Nuclear Medicine Imaging > Bladder, Kidneys and Ureters",1,codes,,CT13
Planar Nuclear Medicine Imaging,Planar Nuclear Medicine Imaging > Bladder and Ureters,Planar Nuclear Medicine Imaging > Bladder and Ureters,1,codes,,CT1H
